detection,timestamp,framerate,angle,distance,x-coord,y-coord,BBleft,BBtop,BBright,BBbottom,iteration
1,1650628990178937911,0.6416512219020658,-0.039027493911217091,2.9468736682211483,2.9446296947069346,-0.11497990044052546,265.15625,56.25,423.125,457.96875,0
1,1650628991758552074,10.855638751355562,-0.02122642282220932,3.2194170860713105,3.2186918413700738,-0.068331576782699729,281.875,61.34765625,384.375,169.6875,1
0,1650628991869303941,13.680989239315153,,,,,,,,,2
0,1650628991965423107,15.991581580131308,,,,,,,,,3
0,1650628992041043996,17.260155140840723,,,,,,,,,4
0,1650628992109479904,17.605594429076927,,,,,,,,,5
1,1650628992183178901,14.040169246424938,-0.020721178219005876,3.2032190420475546,3.2025313880143256,-0.066369722909542711,265.0,60.703125,425.0,462.421875,6
1,1650628992267086982,14.877639046538025,-0.020721178219005876,3.2032190420475546,3.2025313880143256,-0.066369722909542711,265.0,60.703125,425.0,462.421875,7
1,1650628992345813035,16.07715247272755,-0.020721178219005876,3.2032190420475546,3.2025313880143256,-0.066369722909542711,265.0,60.703125,425.0,462.421875,8
1,1650628992419743061,13.370600836478628,-0.020721178219005876,3.2032190420475546,3.2025313880143256,-0.066369722909542711,265.0,60.703125,425.0,462.421875,9
1,1650628992508793115,17.321742290648835,-0.020594865404889445,3.1700787780377495,3.1694065097508015,-0.065282730599704838,282.34375,61.875,383.125,168.515625,10
1,1650628992577601909,17.575936875364043,-0.020594865404889445,3.1700787780377495,3.1694065097508015,-0.065282730599704838,282.34375,61.875,383.125,168.515625,11
1,1650628992645684957,17.649748991125268,-0.020594865404889445,3.1700787780377495,3.1694065097508015,-0.065282730599704838,282.34375,61.875,383.125,168.515625,12
1,1650628992713778018,16.20091698114665,-0.020594865404889445,3.1700787780377495,3.1694065097508015,-0.065282730599704838,282.34375,61.875,383.125,168.515625,13
1,1650628992792547941,17.338497852480497,-0.02122642282220932,3.1862900787921595,3.1855722966799118,-0.067628461721507493,282.1875,61.875,384.0625,169.5703125,14
1,1650628992862711906,16.941685886586985,-0.02122642282220932,3.1862900787921595,3.1855722966799118,-0.067628461721507493,282.1875,61.875,384.0625,169.5703125,15
1,1650628992934187889,16.703919202539257,-0.02122642282220932,3.1862900787921595,3.1855722966799118,-0.067628461721507493,282.1875,61.875,384.0625,169.5703125,16
1,1650628993005831956,17.213756874333086,-0.02122642282220932,3.1862900787921595,3.1855722966799118,-0.067628461721507493,282.1875,61.875,384.0625,169.5703125,17
1,1650628993075238943,16.61511890001149,-0.02122642282220932,3.1862900787921595,3.1855722966799118,-0.067628461721507493,282.1875,61.875,384.0625,169.5703125,18
1,1650628993147948026,17.448639653881354,-0.022868391595661595,3.2116469752192449,3.2108072250115764,-0.073438799339215946,282.65625,62.34375,385.625,169.8046875,19
1,1650628993216533899,17.12205417100402,-0.022868391595661595,3.2116469752192449,3.2108072250115764,-0.073438799339215946,282.65625,62.34375,385.625,169.8046875,20
1,1650628993286564111,16.635085826696702,-0.022868391595661595,3.2116469752192449,3.2108072250115764,-0.073438799339215946,282.65625,62.34375,385.625,169.8046875,21
1,1650628993360440015,16.184101064199226,-0.022868391595661595,3.2116469752192449,3.2108072250115764,-0.073438799339215946,282.65625,62.34375,385.625,169.8046875,22
1,1650628993436065912,17.536768518053954,-0.02122642282220932,3.2374112231475931,3.2366819248701288,-0.068713499263196615,281.5625,62.6953125,384.6875,170.9765625,23
1,1650628993505826950,17.516188980718553,-0.02122642282220932,3.2374112231475931,3.2366819248701288,-0.068713499263196615,281.5625,62.6953125,384.6875,170.9765625,24
1,1650628993574661016,17.149707650161506,-0.02122642282220932,3.2374112231475931,3.2366819248701288,-0.068713499263196615,281.5625,62.6953125,384.6875,170.9765625,25
1,1650628993644270896,16.873597991728754,-0.02122642282220932,3.2374112231475931,3.2366819248701288,-0.068713499263196615,281.5625,62.6953125,384.6875,170.9765625,26
1,1650628993714649915,15.151518654451927,-0.02122642282220932,3.2374112231475931,3.2366819248701288,-0.068713499263196615,281.5625,62.6953125,384.6875,170.9765625,27
0,1650628993794637918,19.07047927361017,,,,,,,,,28
0,1650628993859348058,18.89258044755144,,,,,,,,,29
0,1650628993923207998,19.198974664133843,,,,,,,,,30
0,1650628993985996961,19.274142629346592,,,,,,,,,31
0,1650628994050729990,16.58371718785214,,,,,,,,,32
0,1650628994122293949,19.28194000689576,,,,,,,,,33
0,1650628994185240983,19.199414080380848,,,,,,,,,34
0,1650628994247965097,19.449228857336287,,,,,,,,,35
0,1650628994310724973,19.479850451663843,,,,,,,,,36
1,1650628994379044055,17.59112203428217,-0.022236879255774618,3.1877142902259803,3.1869261941345672,-0.070878976078166914,283.125,63.45703125,384.375,170.859375,37
1,1650628994447129011,17.65784820571544,-0.022236879255774618,3.1877142902259803,3.1869261941345672,-0.070878976078166914,283.125,63.45703125,384.375,170.859375,38
1,1650628994515141010,17.410975508509754,-0.022236879255774618,3.1877142902259803,3.1869261941345672,-0.070878976078166914,283.125,63.45703125,384.375,170.859375,39
1,1650628994583908081,17.3001653997022,-0.022236879255774618,3.1877142902259803,3.1869261941345672,-0.070878976078166914,283.125,63.45703125,384.375,170.859375,40
1,1650628994652998924,15.146430157772906,-0.022236879255774618,3.1877142902259803,3.1869261941345672,-0.070878976078166914,283.125,63.45703125,384.375,170.859375,41
1,1650628994736104965,16.821692555115725,-0.02211057464291339,3.2047068676934245,3.2039235450480614,-0.070852137074770852,282.96875,63.28125,384.375,171.6796875,42
