detection,timestamp,framerate,angle,distance,x-coord,y-coord,BBleft,BBtop,BBright,BBbottom,iteration
1,1650629089364973068,0.5927883213618275,0.041172275053385152,3.1377697627160548,3.1351106333989258,0.12915262352795784,248.4375,51.5625,340.625,443.4375,0
1,1650629091104021072,11.019170495774189,0.041172275053385152,3.1527931624477912,3.1501213014244853,0.12977099633297315,248.125,52.1484375,340.9375,442.03125,1
1,1650629091206469058,14.50558358781398,0.041172275053385152,3.1687921446763982,3.1661067251813413,0.13042952474163919,248.125,52.1484375,340.9375,442.03125,2
1,1650629091287040948,12.00004577654181,0.041172275053385152,3.1687921446763982,3.1661067251813413,0.13042952474163919,248.125,52.1484375,340.9375,442.03125,3
1,1650629091382226943,17.562322044685626,0.04066765403125109,3.137807664041337,3.1352132773469488,0.12757210535206059,248.4375,52.6171875,341.25,441.09375,4
1,1650629091450670003,17.494781977592954,0.04066765403125109,3.137807664041337,3.1352132773469488,0.12757210535206059,248.4375,52.6171875,341.25,441.09375,5
1,1650629091519529104,17.194844380308943,0.04066765403125109,3.137807664041337,3.1352132773469488,0.12757210535206059,248.4375,52.6171875,341.25,441.09375,6
1,1650629091589313030,15.821054735976523,0.04066765403125109,3.137807664041337,3.1352132773469488,0.12757210535206059,248.4375,52.6171875,341.25,441.09375,7
1,1650629091666318893,17.354424147133667,0.0391536676458323,3.1528065865562538,3.1503902537442516,0.12341240353274062,250.0,51.6796875,341.5625,442.03125,8
1,1650629091737637042,17.328612448098493,0.0391536676458323,3.1528065865562538,3.1503902537442516,0.12341240353274062,250.0,51.6796875,341.5625,442.03125,9
1,1650629091806884050,16.977963439711143,0.0391536676458323,3.1528065865562538,3.1503902537442516,0.12341240353274062,250.0,51.6796875,341.5625,442.03125,10
1,1650629091877782106,17.26612355457124,0.0391536676458323,3.1528065865562538,3.1503902537442516,0.12341240353274062,250.0,51.6796875,341.5625,442.03125,11
1,1650629091947217941,15.464525239564782,0.0391536676458323,3.1528065865562538,3.1503902537442516,0.12341240353274062,250.0,51.6796875,341.5625,442.03125,12
1,1650629092023653030,17.268185036971165,0.038144243181480457,3.1687955190604669,3.1664905262964789,0.1208419980484545,250.3125,52.265625,342.5,441.796875,13
1,1650629092094132900,17.284267264470508,0.038144243181480457,3.1687955190604669,3.1664905262964789,0.1208419980484545,250.3125,52.265625,342.5,441.796875,14
1,1650629092164896965,17.034020899074445,0.038144243181480457,3.1687955190604669,3.1664905262964789,0.1208419980484545,250.3125,52.265625,342.5,441.796875,15
1,1650629092236749887,15.662661040367452,0.038144243181480457,3.1687955190604669,3.1664905262964789,0.1208419980484545,250.3125,52.265625,342.5,441.796875,16
1,1650629092315496921,17.331619855952198,0.039532181350105028,3.1687816747120361,3.1663059216775276,0.12523622615138053,248.59375,52.5,342.5,442.03125,17
1,1650629092384488105,17.513190309569342,0.039532181350105028,3.1687816747120361,3.1663059216775276,0.12523622615138053,248.59375,52.5,342.5,442.03125,18
1,1650629092453093051,17.26612355457124,0.039532181350105028,3.1687816747120361,3.1663059216775276,0.12523622615138053,248.59375,52.5,342.5,442.03125,19
1,1650629092522438049,16.13504135410656,0.039532181350105028,3.1687816747120361,3.1663059216775276,0.12523622615138053,248.59375,52.5,342.5,442.03125,20
1,1650629092599731922,17.27408786329996,0.038648965263782968,3.1067858980201475,3.1044658177499995,0.12004416919901142,249.375,51.796875,342.8125,442.734375,21
1,1650629092669836044,16.69481041578767,0.038648965263782968,3.1067858980201475,3.1044658177499995,0.12004416919901142,249.375,51.796875,342.8125,442.734375,22
1,1650629092741981029,17.290608755158157,0.038648965263782968,3.1067858980201475,3.1044658177499995,0.12004416919901142,249.375,51.796875,342.8125,442.734375,23
1,1650629092811783075,16.86118469980503,0.038648965263782968,3.1067858980201475,3.1044658177499995,0.12004416919901142,249.375,51.796875,342.8125,442.734375,24
1,1650629092892257928,17.28398236287963,0.037765688845467223,3.1687851545550907,3.1665256875582357,0.11964290937022844,250.15625,52.3828125,343.125,442.03125,25
1,1650629092961913108,17.262854626348435,0.037765688845467223,3.1687851545550907,3.1665256875582357,0.11964290937022844,250.15625,52.3828125,343.125,442.03125,26
1,1650629093037255048,17.06284807680573,0.037765688845467223,3.1687851545550907,3.1665256875582357,0.11964290937022844,250.15625,52.3828125,343.125,442.03125,27
1,1650629093109272956,17.275297373883816,0.037765688845467223,3.1687851545550907,3.1665256875582357,0.11964290937022844,250.15625,52.3828125,343.125,442.03125,28
1,1650629093179419040,15.489253585830982,0.037765688845467223,3.1687851545550907,3.1665256875582357,0.11964290937022844,250.15625,52.3828125,343.125,442.03125,29
1,1650629093255666971,17.23632269120288,0.037765688845467223,3.1687562816735855,3.1664968352642173,0.11964181922514863,250.46875,52.8515625,342.8125,442.5,30
1,1650629093325639963,17.23632269120288,0.037765688845467223,3.1687562816735855,3.1664968352642173,0.11964181922514863,250.46875,52.8515625,342.8125,442.5,31
1,1650629093395776033,17.214675329472556,0.037765688845467223,3.1687562816735855,3.1664968352642173,0.11964181922514863,250.46875,52.8515625,342.8125,442.5,32
1,1650629093465462923,14.71995507826209,0.037765688845467223,3.1687562816735855,3.1664968352642173,0.11964181922514863,250.46875,52.8515625,342.8125,442.5,33
1,1650629093547841072,15.983902929788727,0.038901318933337668,3.1527720900279346,3.1503868259672387,0.12261606106533889,249.375,52.8515625,342.5,442.03125,34
1,1650629093622108936,17.037203728903062,0.038901318933337668,3.1527720900279346,3.1503868259672387,0.12261606106533889,249.375,52.8515625,342.5,442.03125,35
